# ----------------------------------------
# Duke Chapel - GA4
# DCDevelopment_UTMs Granular by Date+Hour-Free form 1
# 20240224-20250423
# ----------------------------------------

Date + hour (YYYYMMDDHH),Manual campaign name,Manual source / medium,Manual source platform,Manual ad content,Sessions,Engaged sessions,Key events,Engagement rate,Session key event rate,Event value
2024082808,(organic),duckduckgo / organic,(not set),(not set),1,1,1,1,1,0
2024082809,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024082810,(not set),(not set),(not set),,1,1,1,1,1,0
2024082810,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024082811,(not set),(not set),(not set),,1,1,2,1,1,0
2024082811,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024082812,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024082812,(referral),youtube.com / referral,(not set),(not set),1,1,1,1,1,0
2024082813,Welcome Here,Meta / social,(not set),(not set),1,1,1,1,1,0
2024082814,(organic),duckduckgo / organic,(not set),(not set),1,1,1,1,1,0
2024082814,dukedaily2024_08_08,newsletter / email,(not set),Choir singing with someone playing the piano,1,1,0.000087,1,1,0
2024082819,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024082821,(referral),app.10to8.com / referral,(not set),(not set),1,1,1,1,1,0
2024082905,(not set),(not set),(not set),,1,1,1,1,1,0
2024082906,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024082907,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024082909,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024082909,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024082909,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024082911,(not set),(not set),(not set),,1,1,1,1,1,0
2024082911,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024082913,(not set),(not set),(not set),(not set),1,1,1,1,1,0
2024082913,(organic),google / organic,(not set),(not set),1,1,3,1,1,0
2024082913,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024082914,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024082915,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024082917,(not set),(not set),(not set),,1,1,1,1,1,0
2024082917,(organic),ecosia.org / organic,(not set),(not set),1,1,1,1,1,0
2024082917,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024082919,(not set),(not set),(not set),,1,1,1,1,1,0
2024082919,(referral),facebook.com / referral,(not set),(not set),1,1,1,1,1,0
2024082919,(referral),m.facebook.com / referral,(not set),(not set),1,1,1,1,1,0
2024082919,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024082919,Welcome Here,Meta / social,(not set),(not set),1,1,1,1,1,0
2024082920,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024082923,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083000,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083006,(not set),(not set),(not set),,1,1,1,1,1,0
2024083006,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083007,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083008,(not set),(not set),(not set),,1,1,1,1,1,0
2024083008,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024083009,(not set),(not set),(not set),(not set),1,1,1,1,1,0
2024083009,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083010,Short Edition,Short Edition Machine / Sermon Snippet,(not set),(not set),1,1,1,1,1,0
2024083011,(not set),(not set),(not set),,1,1,1,1,1,0
2024083012,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083013,(not set),(not set),(not set),,1,1,1,1,1,0
2024083013,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083013,Welcome Here,Meta / social,(not set),(not set),1,1,1,1,1,0
2024083014,(not set),(not set),(not set),,1,1,1,1,1,0
2024083016,(not set),(not set),(not set),,1,1,1,1,1,0
2024083016,Welcome Here,Meta / social,(not set),(not set),1,1,1,1,1,0
2024083017,(not set),(not set),(not set),,1,1,1,1,1,0
2024083017,(not set),(not set),(not set),(not set),1,1,1,1,1,0
2024083017,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024083020,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024083022,(referral),en.m.wikipedia.org / referral,(not set),(not set),1,1,2,1,1,0
2024083100,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024083104,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024083107,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083108,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024083109,(not set),(not set),(not set),,1,1,1,1,1,0
2024083109,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024083110,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083111,(not set),(not set),(not set),(not set),1,1,1,1,1,0
2024083111,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083112,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083114,(referral),youtube.com / referral,(not set),(not set),1,1,2,1,1,0
2024083115,(not set),(not set),(not set),,1,1,1,1,1,0
2024083115,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083117,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024083118,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024083120,(not set),(not set),(not set),,1,1,1,1,1,0
2024083120,(referral),youtube.com / referral,(not set),(not set),1,1,1,1,1,0
2024083122,(not set),(not set),(not set),(not set),1,1,3,1,1,0
2024083122,(not set),Auditions Postcard QR / print,(not set),(not set),1,1,1,1,1,0
2024083123,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024090100,(not set),(not set),(not set),,1,1,2,1,1,0
2024090100,(organic),ecosia.org / organic,(not set),(not set),1,1,1,1,1,0
2024090103,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090105,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024090106,(not set),(not set),(not set),,1,1,1,1,1,0
2024090107,(not set),(not set),(not set),,1,1,1,1,1,0
2024090108,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024090109,(organic),yahoo / organic,(not set),(not set),1,1,3,1,1,0
2024090109,(referral),Instagram / social,(not set),(not set),1,1,1,1,1,0
2024090109,(referral),linktr.ee / referral,(not set),(not set),1,1,0,1,1,0
2024090110,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024090111,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024090113,(not set),(not set),(not set),,1,1,3,1,1,0
2024090114,(not set),(not set),(not set),,1,1,1,1,1,0
2024090114,(organic),bing / organic,(not set),(not set),1,1,2,1,1,0
2024090114,(organic),yahoo / organic,(not set),(not set),1,1,1,1,1,0
2024090115,(organic),aol / organic,(not set),(not set),1,1,2,1,1,0
2024090116,(not set),(not set),(not set),,1,1,1,1,1,0
2024090116,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024090117,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024090118,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090118,Short Edition,Short Edition Machine / Sermon Snippet,(not set),(not set),1,1,1,1,1,0
2024090119,(not set),(not set),(not set),,1,1,1,1,1,0
2024090119,(organic),bing / organic,(not set),(not set),1,1,1,1,1,0
2024090119,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090119,(referral),ntp.msn.com / referral,(not set),(not set),1,1,1,1,1,0
2024090120,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090122,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024090201,(not set),(not set),(not set),,1,1,1,1,1,0
2024090202,(not set),(not set),(not set),,1,1,1,1,1,0
2024090203,(organic),google / organic,(not set),(not set),1,1,3,1,1,0
2024090206,Find Sanctuary,Meta / social,(not set),(not set),1,1,1,1,1,0
2024090207,(referral),m.facebook.com / referral,(not set),(not set),1,1,1,1,1,0
2024090208,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090209,(not set),(not set),(not set),,1,1,1,1,1,0
2024090211,(not set),(not set),(not set),,1,1,1,1,1,0
2024090213,(not set),(not set),(not set),(not set),1,1,1,1,1,0
2024090213,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090214,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090217,(not set),(not set),(not set),,1,1,1,1,1,0
2024090217,(organic),google / organic,(not set),(not set),1,1,1,1,1,0
2024090218,(organic),duckduckgo / organic,(not set),(not set),1,1,1,1,1,0
2024090219,(organic),google / organic,(not set),(not set),1,1,2,1,1,0
2024090220,dukedaily2024_08_08,newsletter / email,(not set),Choir singing with someone playing the piano,1,1,0,1,1,0
2024090221,(not set),(not set),(not set),,1,1,1,1,1,0
2024090222,(not set),Instagram / social,(not set),(not set),1,1,0.999991,1,1,0
2024090222,(organic),google / organic,(not set),(not set),1,1,0.000009,1,1,0
